2704,The Dick Van Dyke Show: Season 2: The Cat Burglar,1962,,1538
2705,The Dick Van Dyke Show: Season 2: The Foul Weather Girl,1962,,1536
2706,The Dick Van Dyke Show: Season 2: A Man's Teeth Are Not His Own,1962,,1536
2707,The Dick Van Dyke Show: Season 2: Somebody Has to Play Cleopatra,1962,,1539
2708,The Dick Van Dyke Show: Season 2: A Bird in the Head Hurts,1962,,1539
2709,The Dick Van Dyke Show: Season 2: Gesundheit  Darling,1962,,1536
2710,The Dick Van Dyke Show: Season 2: The Night the Roof Fell In,1962,,1535
2711,The Dick Van Dyke Show: Season 2: The Secret Life of Buddy and Sally,1962,,1601
2712,The Dick Van Dyke Show: Season 2: My Husband Is Not a Drunk,1962,,1578
2713,The Dick Van Dyke Show: Season 2: Like a Sister,1962,,1614
2714,The Dick Van Dyke Show: Season 2: Hustling the Hustler,1962,,1535
2715,The Dick Van Dyke Show: Season 2: What's in a Middle Name?,1962,,1497
2716,The Dick Van Dyke Show: Season 2: Bank Book 6565696,1962,,1603
2717,The Dick Van Dyke Show: Season 2: The Attempted Marriage,1962,,1542
2718,The Dick Van Dyke Show: Season 2: All About Eavesdropping,1962,,1472
2719,The Dick Van Dyke Show: Season 2: When a Bowling Pin Talks  Listen,1962,,1518
2720,The Dick Van Dyke Show: Season 2: Jilting the Jilter,1962,,1540
2721,The Dick Van Dyke Show: Season 2: A Surprise Surprise Is a Surprise,1962,,1536
2722,The Dick Van Dyke Show: Season 2: It's a Shame She Married Me,1962,,1526
2723,The Dick Van Dyke Show: Season 2: Divorce,1962,,1472
2724,The Dick Van Dyke Show: Season 2: Racy Tracy Rattigan,1962,,1538
2725,The Dick Van Dyke Show: Season 2: The Square Triangle,1962,,1535
2726,The Dick Van Dyke Show: Season 2: I'm No Henry Walden,1962,,1536
2727,The Dick Van Dyke Show: Season 2: The Sam Pomerantz Scandals,1962,,1487
2728,The Dick Van Dyke Show: Season 2: Give Me Your Walls!,1962,,1512
2729,The Dick Van Dyke Show: Season 2: Don't Trip Over That Mountain,1962,,1535
2730,The Dick Van Dyke Show: Season 2: It May Look Like a Walnut,1962,,1500
2731,The Dick Van Dyke Show: Season 2: My Husband Is a Check-Grabber,1962,,1537
2732,The Dick Van Dyke Show: Season 2: I Was a Teenage Head Writer,1962,,1538
2735,The Dick Van Dyke Show: Season 2: The Two Faces of Rob,1962,,1542
2736,The Dick Van Dyke Show: Season 2: Never Name a Duck,1962,,1513
2746,The Wildcat,1921,2.5,4919
2803,The Dick Van Dyke Show: Season 1: Empress Carlotta's Necklace,1961,,1544
2804,The Dick Van Dyke Show: Season 1: Buddy  Can You Spare a Job?,1961,,1525
2805,The Dick Van Dyke Show: Season 1: Who Owes Who What?,1961,,1549
2806,The Dick Van Dyke Show: Season 1: Sol and the Sponsor,1961,,1540
2807,The Dick Van Dyke Show: Season 1: My Blonde-Haired Brunette,1961,,1534
2808,The Dick Van Dyke Show: Season 1: Forty-Four Tickets,1961,,1557
2809,The Dick Van Dyke Show: Season 1: To Tell or Not to Tell,1961,,1562
2810,The Dick Van Dyke Show: Season 1: Sally Is a Girl,1961,,1560
2811,The Dick Van Dyke Show: Season 1: A Word a Day,1961,,1558
2812,The Dick Van Dyke Show: Season 1: The Talented Neighborhood,1961,,1561
2813,The Dick Van Dyke Show: Season 1: Father of the Week,1961,,1543
2814,The Dick Van Dyke Show: Season 1: The Twizzle,1961,,1543
2815,The Dick Van Dyke Show: Season 1: The Curious Thing About Women,1961,,1536
2816,The Dick Van Dyke Show: Season 1: Punch Thy Neighbor,1961,,1530
2817,The Dick Van Dyke Show: Season 1: Where Did I Come From?,1961,,1531
2818,The Dick Van Dyke Show: Season 1: The Boarder Incident,1961,,1541
2820,The Dick Van Dyke Show: Season 1: Oh How We Met the Night that We Danced,1961,,1510
2821,The Dick Van Dyke Show: Season 1: Washington vs. the Bunny,1961,,1544
2823,The Dick Van Dyke Show: Season 1: Harrison B. Harding of Camp Crowder  MO,1961,,1542
2824,The Dick Van Dyke Show: Season 1: The Unwelcome Houseguest,1961,,1540
2825,The Dick Van Dyke Show: Season 1: The Meershatz Pipe,1961,,1552
2826,The Dick Van Dyke Show: Season 1: The Sick Boy and the Sitter,1961,,1544
2827,The Dick Van Dyke Show: Season 1: Sally and the Lab Technician,1961,,1529
2828,The Dick Van Dyke Show: Season 1: Jealousy,1961,,1544
2839,The Dick Van Dyke Show: Season 1: I Am My Brother's Keeper,1961,,1535
2840,The Dick Van Dyke Show: Season 1: The Bad Old Days,1961,,1496
2841,The Dick Van Dyke Show: Season 1: Where You Been  Fassbinder?,1961,,1557
2842,The Dick Van Dyke Show: Season 1: One Angry Man,1961,,1542
2843,The Dick Van Dyke Show: Season 1: Head of the Family,1961,,1582
2844,The Dick Van Dyke Show: Season 1: The Return of Happy Spangler,1961,,1544
2845,The Dick Van Dyke Show: Season 1: The Sleeping Brother,1961,,1542
2874,The Mini-Skirt Mob,1968,2.7,5157
2893,The Ceremony,1963,2.1,6378
3132,The Comeback,1978,2.7,6022
3139,The Mummy's Curse,1944,3.4,3642
3140,The Mummy's Hand,1940,3.4,4007
3239,The Amazing Transparent Man,1960,2.7,3467
3387,The Dick Van Dyke Show: Season 3: That's My Boy???,1963,,1532
3407,The Dick Van Dyke Show: Season 5: Episode 22: Bad Reception in Albany,1965,,1498
3408,The Dick Van Dyke Show: Season 5: Episode 15: I Do Not Choose to Run,1965,,1519
3409,The Dick Van Dyke Show: Season 5: Episode 16: The Making of a Councilman,1965,,1505
3410,The Dick Van Dyke Show: Season 5: Episode 17: The Curse of the Petrie People,1965,,1530
3411,The Dick Van Dyke Show: Season 5: Episode 11: See Rob Write  Write Rob  Write,1965,,1488
3412,The Dick Van Dyke Show: Season 5: Episode 12: You're Under Arrest,1965,,1509
3413,The Dick Van Dyke Show: Season 5: Episode 13: Fifty-Two  Forty-Five or Work,1965,,1532
3414,The Dick Van Dyke Show: Season 5: Episode 14: Who Stole My Watch?,1965,,1498
3415,The Dick Van Dyke Show: Season 5: Episode 29: Long Night's Journey into Day,1965,,1530
3416,The Dick Van Dyke Show: Season 5: Episode 23: Talk to the Snail,1965,,1525
3417,The Dick Van Dyke Show: Season 5: Episode 24: A Day in the Life of Alan Brady,1965,,1533
3418,The Dick Van Dyke Show: Season 5: Episode 25: Obnoxious  Offensive  Egomaniac  Etc.,1965,,1465
3419,The Dick Van Dyke Show: Season 5: Episode 18: The Bottom of Mel Cooley's Heart,1965,,1526
3420,The Dick Van Dyke Show: Season 5: Episode 19: Remember the Alimony,1965,,1530
3421,The Dick Van Dyke Show: Season 5: Episode 20: Dear Sally Rogers,1965,,1498
3422,The Dick Van Dyke Show: Season 5: Episode 21: Buddy Sorrell  Man and Boy,1965,,1530
3423,The Dick Van Dyke Show: Season 4:A Farewell to Writing,1964,,1538
3424,The Dick Van Dyke Show: Season 4: There's No Sale Like Wholesale,1964,,1513
3425,The Dick Van Dyke Show: Season 5: Episode 2: Uhny Uftz,1965,,1471
3426,The Dick Van Dyke Show: Season 5: Episode 1: Coast-to-Coast Big Mouth,1965,,1531
3427,The Dick Van Dyke Show: Season 4: Show of Hands,1964,,1510
3428,The Dick Van Dyke Show: Season 4: 100 Terrible Hours,1964,,1527
3429,The Dick Van Dyke Show: Season 4: Br-rooom  Br-rooom,1964,,1532
3430,The Dick Van Dyke Show: Season 4: Baby Fat,1964,,1514
3431,The Dick Van Dyke Show: Season 5: Episode 8: Viva Petrie,1965,,1498
3432,The Dick Van Dyke Show: Season 5: Episode 7: Odd But True,1965,,1516
3433,The Dick Van Dyke Show: Season 5: Episode 10: Body and Sol,1965,,1511
3434,The Dick Van Dyke Show: Season 5: Episode 9: Go Tell the Birds and the Bees,1965,,1539
3435,The Dick Van Dyke Show: Season 5: Episode 4: No Rice at My Wedding,1965,,1528
3436,The Dick Van Dyke Show: Season 5: Episode 3: The Ugliest Dog in the World,1965,,1515
3437,The Dick Van Dyke Show: Season 5: Episode 6: The Great Petrie Fortune,1965,,1503
3438,The Dick Van Dyke Show: Season 5: Episode 5: Draw Me a Pear,1965,,1541
3439,The Dick Van Dyke Show: Season 5: Episode 31: The Last Chapter,1965,,1537
3440,The Dick Van Dyke Show: Season 5: Episode 30: The Gunslinger,1965,,1492
3441,The Dick Van Dyke Show: Season 5: Episode 28: Love Thy Other Neighbor,1965,,1520
3442,The Dick Van Dyke Show: Season 5: Episode 27: You Ought to Be in Pictures,1965,,1523
3443,The Dick Van Dyke Show: Season 5: Episode 26: The Man from My Uncle,1965,,1508
3444,The Dick Van Dyke Show: Season 3: Teacher's Petrie,1963,,1533
3445,The Dick Van Dyke Show: Season 3: My Two Show-Off's and Me,1963,,1496
3446,The Dick Van Dyke Show: Season 4: My Mother Can Beat Up My Father,1964,,1527
3447,The Dick Van Dyke Show: Season 4: The Ghost of A. Chantz,1964,,1486
3448,The Dick Van Dyke Show: Season 3: October Eve,1963,,1530
3449,The Dick Van Dyke Show: Season 3: Dear Mrs. Petrie  Your Husband is in Jail,1963,,1524
3450,The Dick Van Dyke Show: Season 3: My Neighbor's Husband's Other Life,1963,,1498
3451,The Dick Van Dyke Show: Season 3: I'd Rather Be Bald Than Have No Head at All,1963,,1482
3452,The Dick Van Dyke Show: Season 4: 4 1 2 ,1964,,1512
3453,The Dick Van Dyke Show: Season 4: The Alan Brady Show Goes to Jail,1964,,1531
3454,The Dick Van Dyke Show: Season 4:  Three Letters from One Wife,1964,,1532
3455,The Dick Van Dyke Show: Season 4: It Wouldn't Hurt Them to Give Us a Raise,1964,,1531
3456,The Dick Van Dyke Show: Season 4: The Lady and the Babysitter,1964,,1503
3457,The Dick Van Dyke Show: Season 4: A Vigilante Ripped My Sports Coat,1964,,1526
3458,The Dick Van Dyke Show: Season 4: The Man from 'Emperor',1964,,1527
3459,The Dick Van Dyke Show: Season 4: Romances  Roses  and Rye Bread,1964,,1533
3460,The Dick Van Dyke Show: Season 4: Stacey Petrie: Part 1,1964,,1529
3461,The Dick Van Dyke Show: Season 4: Brother  Can You Spare $2500?,1964,,1529
3462,The Dick Van Dyke Show: Season 4: The Redcoats Are Coming,1964,,1504
3463,The Dick Van Dyke Show: Season 4: Stacey Petrie: Part 2,1964,,1496
3464,The Dick Van Dyke Show: Season 4:  The Death of the Party,1964,,1537
3465,The Dick Van Dyke Show: Season 4: Pink Pills and Purple Parents,1964,,1520
3466,The Dick Van Dyke Show: Season 4: The Impractical Joke,1964,,1532
3467,The Dick Van Dyke Show: Season 4: Stretch Petrie vs. Kid Schenk,1964,,1520
3468,The Dick Van Dyke Show: Season 4: Your Home Sweet Home is My Home Sweet Home,1964,,1536
3469,The Dick Van Dyke Show: Season 4: Bupkis,1964,,1529
3470,The Dick Van Dyke Show: Season 4: Never Bathe on Saturday,1964,,1508
3471,The Dick Van Dyke Show: Season 4: Anthony Stone,1964,,1526
3472,The Dick Van Dyke Show: Season 4:The Case of the Pillow,1964,,1523
3473,The Dick Van Dyke Show: Season 4: Boy #1  Boy #2,1964,,1509
3474,The Dick Van Dyke Show: Season 4: Girls Will Be Boys,1964,,1470
3475,The Dick Van Dyke Show: Season 4: Young Man With a Shoehorn,1964,,1523
3476,The Dick Van Dyke Show: Season 3: The Masterpiece,1963,,1542
3477,The Dick Van Dyke Show: Season 3: The Ballad of the Betty Lou,1963,,1537
3478,The Dick Van Dyke Show: Season 3: Turtles  Ties  and Toreadors,1963,,1537
3479,The Dick Van Dyke Show: Season 3: Who and Where Was Antonio Stradivarius?,1963,,1518
3480,The Dick Van Dyke Show: Season 3: Big Max Calvada,1963,,1542
3481,The Dick Van Dyke Show: Season 3: Uncle George,1963,,1540
3482,The Dick Van Dyke Show: Season 3: Too Many Stars,1963,,1543
3483,The Dick Van Dyke Show: Season 3: Laura's Little Lie,1963,,1552
3484,The Dick Van Dyke Show: Season 3: Very Old Shoes  Very Old Rice,1963,,1541
3485,The Dick Van Dyke Show: Season 3: A Nice  Friendly Game of Cards,1963,,1472
3486,The Dick Van Dyke Show: Season 3: The Life and Love of Joe Coogan,1963,,1523
3487,The Dick Van Dyke Show: Season 3: The Lady and the Tiger and the Lawyer,1963,,1527
3488,The Dick Van Dyke Show: Season 3: Happy Birthday and Too Many More,1963,,1484
3489,The Dick Van Dyke Show: Season 3: My Husband is the Best One,1963,,1487
3490,The Dick Van Dyke Show: Season 3: The Alan Brady Show Presents,1963,,1530
3491,The Dick Van Dyke Show: Season 3: The Third One from the Left,1963,,1530
3492,The Dick Van Dyke Show: Season 3: The Sound of Trumpets of Conscience Falls Deafly on a Brain That Holds Its Ears,1963,,1537
3493,The Dick Van Dyke Show: Season 3: The Return of Edwin Carp,1963,,1502
3494,The Dick Van Dyke Show: Season 3: Scratch My Car and Die,1963,,1516
3495,The Dick Van Dyke Show: Season 3: The Plots Thicken,1963,,1524
3496,The Dick Van Dyke Show: Season 3: How to Spank a Star,1963,,1529
3497,The Dick Van Dyke Show: Season 3: Honeymoons Are for the Lucky,1963,,1528
3498,The Dick Van Dyke Show: Season 3: My Part-Time Wife,1963,,1533
3499,The Dick Van Dyke Show: Season 3: The Pen is Mightier Than the Mouth,1963,,1512
3500,The Dick Van Dyke Show: Season 3: The Brave and the Backache,1963,,1527
4168,The Great Northfield Minnesota Raid,1972,3.1,5485
4358,The A-Team: Season 2: Water  Water Everywhere,1983,,2902
4359,The A-Team: Season 2: Steel,1983,,2823
4360,The A-Team: Season 2: Labor Pains,1983,,2753
4361,The A-Team: Season 2: There's Always a Catch,1983,,2790
4362,The A-Team: Season 2: In Plane Sight,1983,,2883
4363,The A-Team: Season 2: The Battle of Bel-Air,1983,,2906
4364,The A-Team: Season 2: The White Ballot,1983,,2871
4365,The A-Team: Season 2: The Maltese Cow,1983,,2862
4366,The A-Team: Season 2: It's a Desert Out There,1983,,2899
4367,The A-Team: Season 2: Chopping Spree,1983,,2920
4368,The A-Team: Season 2: Say It With Bullets,1983,,2854
4369,The A-Team: Season 2: Pure-Dee Poison,1983,,2855
4370,The A-Team: Season 2: Semi-Friendly Persuasion,1983,,2863
4371,The A-Team: Season 2: Harder Than it Looks,1983,,2849
4372,The A-Team: Season 2: Deadly Maneuvers,1983,,2913
4373,The A-Team: Season 1: West Coast Turnaround,1983,,2930
4374,The A-Team: Season 1: The Out-of-Towners,1983,,2920
4375,The A-Team: Season 1: The Rabbit Who Ate Las Vegas,1983,,2892
4376,The A-Team: Season 1: Black Day at Bad Rock,1983,,2923
4377,The A-Team: Season 1: A Nice Place to Visit,1983,,2806
4378,The A-Team: Season 1: The Beast From the Belly of a Boeing,1983,,2915
4379,The A-Team: Season 1: Till Death Do Us Part,1983,,2914
4380,The A-Team: Season 1: One More Time,1983,,2926
4381,The A-Team: Season 2: The Only Church in Town,1983,,2915
4382,The A-Team: Season 2: Recipe for Heavy Bread,1983,,2913
4383,The A-Team: Season 2: Diamonds 'n' Dust,1983,,2910
4384,The A-Team: Season 1: Holiday in the Hills,1983,,2921
4385,The A-Team: Season 2: The Taxicab Wars,1983,,2912
4386,The A-Team: Season 2: Bad Time on the Border,1983,,2912
4387,The A-Team: Season 1: Mexican Slayride: Part 1,1983,,3225
4388,The A-Team: Season 1: Mexican Slayride: Part 2,1983,,2493
4389,The A-Team: Season 1: Children of Jamestown,1983,,2834
4390,The A-Team: Season 1: Pros and Cons,1983,,2933
4391,The A-Team: Season 1: A Small and Deadly War,1983,,2921
4475,The A-Team: Season 2: Curtain Call,1983,,2909
4492,The A-Team: Season 5: Dishpan Man,1986,,2888
4493,The A-Team: Season 4: The Sound of Thunder,1985,,2840
4494,The A-Team: Season 4: A Little Town with an Accent,1985,,2865
4495,The A-Team: Season 4: The Trouble with Harry,1985,,2872
4496,The A-Team: Season 4: The Duke of Whispering Pines,1985,,2893
4497,The A-Team: Season 4: Waiting for Insane Wayne,1985,,2911
4498,The A-Team: Season 4: Cowboy George,1985,,2931
4499,The A-Team: Season 4: Members Only,1985,,2869
4500,The A-Team: Season 5: The Grey Team,1986,,2827
4501,The A-Team: Season 5: The Spy Who Mugged Me,1986,,2910
4502,The A-Team: Season 5: The Crystal Skull,1986,,2848
4503,The A-Team: Season 5: Point of No Return,1986,,2844
4504,The A-Team: Season 5: Family Reunion,1986,,2902
4505,The A-Team: Season 5: Quarterback Sneak,1986,,2903
4506,The A-Team: Season 5: Firing Line,1986,,2918
4507,The A-Team: Season 5: Trial by Fire,1986,,2860
4508,The A-Team: Season 3: The Bend in the River: Part 1,1984,,2739
4509,The A-Team: Season 3: The Bend in the River: Part 2,1984,,3101
4510,The A-Team: Season 4: Where Is the Monster When You Need Him?,1985,,2897
4511,The A-Team: Season 4: A Lease with an Option to Die,1985,,2900
4512,The A-Team: Season 3: Bounty,1984,,2815
4513,The A-Team: Season 3: Beverly Hills Assault,1984,,2948
4514,The A-Team: Season 3: Trouble Brewing,1984,,2854
4515,The A-Team: Season 3: Incident at Crystal Lake,1984,,2798
4516,The A-Team: Season 4: The Doctor Is Out,1985,,2874
4517,The A-Team: Season 4: Judgment Day: Part 1,1985,,3048
4518,The A-Team: Season 4: Judgment Day: Part 2,1985,,2613
4519,The A-Team: Season 4: The A-Team Is Coming  the A-Team Is Coming,1985,,2816
4520,The A-Team: Season 4: The Road to Hope,1985,,2904
4521,The A-Team: Season 4: Blood  Sweat and Cheers,1985,,2948
4522,The A-Team: Season 4: Mind Games,1985,,2895
4523,The A-Team: Season 4: There Goes the Neighborhood,1985,,2842
4524,The A-Team: Season 3: Showdown!,1984,,2751
4525,The A-Team: Season 3: The Island,1984,,2885
4526,The A-Team: Season 3: Hot Styles,1984,,2872
4527,The A-Team: Season 3: The Bells of St. Marys,1984,,2914
4528,The A-Team: Season 3: Timber!,1984,,2877
4529,The A-Team: Season 3: Fire,1984,,2908
4530,The A-Team: Season 3: Trouble on Wheels,1984,,2903
4531,The A-Team: Season 3: Double Heat,1984,,2856
4532,The A-Team: Season 3: Moving Targets,1984,,2849
4533,The A-Team: Season 3: Skins,1984,,2917
4534,The A-Team: Season 3: Waste 'Em!,1984,,2822
4535,The A-Team: Season 3: Knights of the Road,1984,,2991
4536,The A-Team: Season 3: Cup A' Joe,1984,,2728
4537,The A-Team: Season 3: Breakout!,1984,,2817
4538,The A-Team: Season 3: Champ!,1984,,2857
4539,The A-Team: Season 3: The Big Squeeze,1984,,2934
4613,The Iron Rose,1973,2.6,4807
4902,The Rockford Files: Season 1: The Kirkoff Case,1974,,3014
4903,The Rockford Files: Season 1: The Dark and Bloody Ground,1974,,3011
4904,The Rockford Files: Season 1: The Countess,1974,,3009
4905,The Rockford Files: Season 1: Exit Prentiss Carr,1974,,3009
4906,The Rockford Files: Season 1: Tall Woman in Red Wagon,1974,,3013
4907,The Rockford Files: Season 1: The Big Ripoff,1974,,3009
4908,The Rockford Files: Season 1: Find Me If You Can,1974,,3011
4909,The Rockford Files: Season 1: In Pursuit of Carol Thorne,1974,,3008
4910,The Rockford Files: Season 1: The Dexter Crisis,1974,,3006
4911,The Rockford Files: Season 1: Caledonia: It's Worth a Fortune,1974,,3011
4912,The Rockford Files: Season 1: Profit and Loss: Part 1,1974,,3002
4913,The Rockford Files: Season 1: Profit and Loss: Part 2,1974,,3007
4914,The Rockford Files: Season 1: Aura Lee  Farewell,1974,,3000
4915,The Rockford Files: Season 1: Sleight of Hand,1974,,3005
4916,The Rockford Files: Season 1: Counter Gambit,1974,,3004
4917,The Rockford Files: Season 4: Trouble in Chapter 17,1977,,2927
4918,The Rockford Files: Season 4: Beamer's Last Case,1977,,2982
4919,The Rockford Files: Season 3: Dirty Money  Black Light,1976,,2984
4920,The Rockford Files: Season 3: Crack Back,1976,,2932
4921,The Rockford Files: Season 4: Requiem for a Funny Box,1977,,2971
4922,The Rockford Files: Season 4: The Dog and Pony Show,1977,,2975
4923,The Rockford Files: Season 4: Second Chance,1977,,2975
4924,The Rockford Files: Season 4: The Battle of Canoga Park,1977,,2974
4925,The Rockford Files: Season 4: Quickie Nirvana,1977,,2980
4926,The Rockford Files: Season 3: So Help Me God,1976,,2998
4927,The Rockford Files: Season 3: Rattlers' Class of '63,1976,,2990
4928,The Rockford Files: Season 3: Drought at Indianhead River,1976,,2992
4929,The Rockford Files: Season 3: Coulter City Wildcat,1976,,2930
4930,The Rockford Files: Season 3: The Trouble with Warren,1976,,2992
4931,The Rockford Files: Season 3: There's One in Every Port,1976,,2997
4932,The Rockford Files: Season 3: Return to the 38th Parallel,1976,,3004
4933,The Rockford Files: Season 3: Piece Work,1976,,2985
4934,The Rockford Files: Season 3: The Trees  the Bees and T.T. Flowers: Part 2,1976,,2989
4935,The Rockford Files: Season 3: The Becker Connection,1976,,2939
4936,The Rockford Files: Season 3: Sticks and Stones May Break Your Bones  But Waterbury Will Bury You,1976,,2994
